species.,species,image_file_name,image_type,color,primary.color,secondary.color,tertiary.color,quaternary.color,pattern,primary.patternattern,secondary.pattern,nape,scale_type,Venomous,Max_Size,Bahrain,Iran,Iraq,Israel,Jordan,Kuwait,Lebanon,Oman,Qatar,Saudi.Arabia,Syria,UAE,Yemen,User
153,Walterinnesia aegyptia,Walterinnesia_aegyptia.jpg,,black ,black,,,,uniform ,uniform,,,smooth,x,1400,,,x,x,x,,x,,,x,,,,gillian
153,Walterinnesia aegyptia,Walterinnesia_aegyptia2.jpg,,darkbrown ,darkbrown,,,,uniform ,uniform,,,smooth,x,1400,,,x,x,x,,x,,,x,,,,gillian
154,Walterinnesia morgani,Geniez 2018 Walterinnesia morgani.jpg,,black ,black,,,,uniform ,uniform,,,smooth,x,1170,,x,x,,,x,,,x,x,x,,,gillian
156,Xerotyphlops socotranus,Typhlops_socotranus.jpg,,darkbrown purple ,darkbrown,purple,,,striped ,striped,,,smooth,,NA,,,,,,,,,,,,,,gillian
158,Xerotyphlops vermicularis,Typhlops_vermicularis.jpg,,purple ,purple,,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,gillian
158,Xerotyphlops vermicularis,Xerotyphlops_vermicularis.jpg,,purple ,purple,,,,uniform ,uniform,,,smooth,,400,,x,x,,,,,,,,,,,gillian
160,Zamenis hohenackeri,Elaphe_hohenackeri.jpg,,darkgray darkbrown ,darkgray,darkbrown,,,blotched ,blotched,,,smooth,,NA,,,,,,,,,,,,,,gillian
160,Zamenis hohenackeri,Zamenis_hohenackeri.jpg,,darkgray darkbrown ,darkgray,darkbrown,,,banded spotted ,banded,spotted,,keeled,,760,,x,x,x,,,x,,,,x,,,gillian
161,Zamenis longissimus,Zamenis_longissimus.jpg,,darkbrown black lightgray ,darkbrown,black,lightgray,,striped diamond ,striped,diamond,,smooth,,2000,,x,,,,,,x,,,,,,gillian
161,Zamenis longissimus,Zamenis_longissimus3.jpg,,black green ,black,green,,,anterior-posterior uniform ,anterior-posterior,uniform,,smooth,,2000,,x,,,,,,x,,,,,,gillian
161,Zamenis longissimus,Zamenis_longissimus4.jpg,,green black ,green,black,,,anterior-posterior uniform ,anterior-posterior,uniform,,smooth,,2000,,x,,,,,,x,,,,,,gillian
161,Zamenis longissimus,Zamenis_longissimus6.jpg,,lightbrown lightgray ,lightbrown,lightgray,,,spotted ,spotted,,,smooth,,2000,,x,,,,,,x,,,,,,gillian
161,Zamenis longissimus,Zamenis_longissimus7.jpg,,brown darkbrown ,brown,darkbrown,,,anterior-posterior uniform ,anterior-posterior,uniform,,smooth,,2000,,x,,,,,,x,,,,,,gillian
161,Zamenis longissimus,Zamenis_longissimus8.jpg,,brown black lightgray ,brown,black,lightgray,,spotted ,spotted,,,smooth,,2000,,x,,,,,,x,,,,,,gillian
161,Zamenis longissimus,Zamenis_longissimus_subadult1.jpg,,brown lightgray ,brown,lightgray,,,blotched ,blotched,,,smooth,,2000,,x,,,,,,x,,,,,,gillian
161,Zamenis longissimus,Zamenis_longissimus_subadult2.jpg,,brown darkbrown lightgray ,brown,darkbrown,lightgray,,spotted ,spotted,,,smooth,,2000,,x,,,,,,x,,,,,,gillian
162,Zamenis persica,Elaphe_persica.jpg,,black ,black,,,,uniform ,uniform,,,smooth,,1200,,x,,,,,,,,,,,,gillian
162,Zamenis persica,Elaphe_persica2.jpg,,brown ,brown,,,,blotched ,blotched,,,smooth,,1200,,x,,,,,,,,,,,,gillian
1,Atractaspis andersoni,Atractaspis_andersoni.jpg,body ,black ,black,,,,uniform ,uniform,, ,smooth,x,900, , , , , , , , , , , , ,x,andrew
2,Atractaspis engaddensis,Atractaspis_engaddensis.jpg,body ,black ,black,,,,uniform ,uniform,, ,smooth,x,650,,,,x,x,,x,,,x,,,,andrew
2,Atractaspis engaddensis,Atractaspis_engaddensis2.jpg,body ,black ,black,,,,,,, ,smooth,x,650,,,,x,x,,x,,,x,,,,andrew
5,Bitis arietans,Bitis_arietans4.jpg,body ,lightgray beige black ,lightgray,beige,black,,diamond spotted ,diamond,spotted, ,keeled,x,1850,,,,,,,,x,,x,,,,andrew
5,Bitis arietans,Bitis_arietans8.jpg,body ,beige black darkbrown ,beige,black,darkbrown,,diamond spotted ,diamond,spotted, ,keeled,x,1850,,,,,,,,x,,x,,,,andrew
5,Bitis arietans ,Bitis_arietans_m.jpg,body ,brown beige black ,brown,beige,black,,banded ,banded,, ,keeled,x,1850,,,,,,,,x,,x,,,,andrew
6,Boaedon fuliginosus,Boaedon_fuliginosus3.jpg,body ,lightbrown beige ,lightbrown,beige,,,uniform ,uniform,, ,smooth,,1300,,,,,,,,,,,,,x,andrew
6,Boaedon fuliginosus,Boaedon_fuliginosus4.jpg,body ,black ,black,,,,uniform ,uniform,, ,smooth,,1300,,,,,,,,,,,,,x,andrew
6,Boaedon fuliginosus,Lamprophis_fuliginosus.jpg,body ,darkgray lightgray ,darkgray,lightgray,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
7,Boaedon mentalis,Boaedon mentalis iNat o147690290.jpg,body ,lightbrown ,lightbrown,,,,uniform ,uniform,, ,,,1300,,,,,,,,,,,,,,andrew
7,Boaedon mentalis,Boaedon mentalis iNat p5417590.jpg,body ,brown ,brown,,,,uniform ,uniform,, ,smooth,,1300,,,,,,,,,,,,,,andrew
8,Boiga trigonata,Boiga_trigonata.jpg,body ,brown beige black ,brown,beige,black,,blotched ,blotched,, ,,,1250,,x,,,,,,,,,,,,andrew
8,Boiga trigonata,Boiga_trigonata3.jpg,body ,lightbrown brown beige ,lightbrown,brown,beige,,blotched ,blotched,, ,,,1250,,x,,,,,,,,,,,,andrew
8,Boiga trigonata,Boiga_trigonata4.jpg,body ,white lightgray black ,white,lightgray,black,,blotched ,blotched,, ,,,1250,,x,,,,,,,,,,,,andrew
8,Boiga trigonata,Boiga_trigonata5.jpg,body ,brown black beige ,brown,black,beige,,blotched ,blotched,, ,smooth,,1250,,x,,,,,,,,,,,,andrew
8,Boiga trigonata,Boiga_trigonata6.jpg,body ,lightbrown beige black ,lightbrown,beige,black,,blotched ,blotched,, ,smooth,,1250,,x,,,,,,,,,,,,andrew
9,Bungarus persicus,Abtin 2014 Bungarus persicus 1A.jpg,body ,black beige ,black,beige,,,blotched ,blotched,, ,smooth,x,1190,,x,,,,,,,,,,,,andrew
9,Bungarus persicus,Abtin 2014 Bungarus persicus 2A.jpg,body ,darkgray beige ,darkgray,beige,,,blotched ,blotched,,,smooth,x,1190,,x,,,,,,,,,,,,andrew
10,Cerastes cerastes,Cerastes_cerastes1.jpg,body ,lightbrown brown ,lightbrown,brown,,,blotched ,blotched,,,keeled,x,890,,,,x,x,,,,,x,,,,andrew
10,Cerastes cerastes,Cerastes_cerastes2.jpg,,beige lightbrown ,beige,lightbrown,,,blotched ,blotched,,,keeled,x,890,,,,x,x,,,,,x,,,,andrew
10,Cerastes cerastes,Cerastes_cerastes3.jpg,body ,beige lightbrown ,beige,lightbrown,,,blotched ,blotched,,,,x,890,,,,x,x,,,,,x,,,,andrew
10,Cerastes cerastes,Cerastes_cerastes7.jpg,body ,beige lightbrown ,beige,lightbrown,,,blotched ,blotched,,,keeled,x,890,,,,x,x,,,,,x,,,,andrew
10,Cerastes cerastes,Cerastes_cerastes8.jpg,body ,beige brown lightgray ,beige,brown,lightgray,,blotched ,blotched,,,,x,890,,,,x,x,,,,,x,,,,andrew
10,Cerastes cerastes mutila,Cerastes_cerastes_mutila15.jpg,body ,beige brown ,beige,brown,,,blotched ,blotched,,,keeled,x,890,,,,x,x,,,,,x,,,,andrew
10,Cerastes cerastes mutila,Cerastes_cerastes_mutila3.jpg,body ,beige brown ,beige,brown,,,blotched ,blotched,,,keeled,x,890,,,,x,x,,,,,x,,,,andrew
11,Cerastes gasperettii,Cerastes_gasperettii.jpg,body ,beige brown lightgray ,beige,brown,lightgray,,blotched ,blotched,,,keeled,x,860,,x,x,x,x,x,,x,x,x,,x,x,andrew
11,Cerastes gasperettii,Cerastes_gasprettii.jpg,body ,lightbrown brown darkbrown ,lightbrown,brown,darkbrown,,blotched ,blotched,,,keeled,x,860,,x,x,x,x,x,,x,x,x,,x,x,andrew
11,Cerastes gasperettii mendelssohni,Cerastes_gasperettii_mendelssohni.jpg,body ,beige darkbrown lightgray ,beige,darkbrown,lightgray,,blotched ,blotched,,,keeled,x,860,,x,x,x,x,x,,x,x,x,,x,x,andrew
12,Cerastes vipera,Cerastes_vipera.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,keeled,x,480,,,,x,,,,,,,,,,andrew
12,Cerastes vipera,Cerastes_vipera2.jpg,body ,beige brown ,beige,brown,,,blotched ,blotched,,,keeled,x,480,,,,x,,,,,,,,,,andrew
12,Cerastes vipera,Cerastes_vipera3.jpg,body ,beige lightbrown black ,beige,lightbrown,black,,blotched ,blotched,,,keeled,x,480,,,,x,,,,,,,,,,andrew
12,Cerastes vipera,Cerastes_vipera4.jpg,body ,beige brown lightbrown ,beige,brown,lightbrown,,blotched ,blotched,,,keeled,x,480,,,,x,,,,,,,,,,andrew
12,Cerastes vipera,Cerastes_vipera5.jpg,body ,beige brown lightbrown ,beige,brown,lightbrown,,blotched ,blotched,,,keeled,x,480,,,,x,,,,,,,,,,andrew
13,Coronella austriaca,Coronella_austriaca.jpg,body ,brown lightbrown darkbrown ,brown,lightbrown,darkbrown,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca,Coronella_austriaca11.jpg,body ,lightgray black ,lightgray,black,,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca,Coronella_austriaca3.jpg,body ,lightbrown brown ,lightbrown,brown,,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca,Coronella_austriaca5.jpg,body ,lightgray darkbrown ,lightgray,darkbrown,,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca,Coronella_austriaca8.jpg,body ,darkgray black ,darkgray,black,,,blotched ,blotched,,,,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca,Coronella_austriaca9.jpg,body ,darkgray black ,darkgray,black,,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca austriaca,Coronella_austriaca_austriaca.jpg,body ,lightbrown brown ,lightbrown,brown,,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca austriaca,Coronella_austriaca_austriaca2.jpg,body ,brown black ,brown,black,,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca F,Coronella_austriaca_F.jpg,body ,brown darkbrown ,brown,darkbrown,,,blotched ,blotched,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca F,Coronella_austriaca_F2.jpg,body ,brown darkbrown beige ,brown,darkbrown,beige,,blotched ,blotched,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca F,Coronella_austriaca_F3.jpg,body ,lightgray black darkgray ,lightgray,black,darkgray,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca F,Coronella_austriaca_F4.jpg,body ,lightbrown brown darkbrown ,lightbrown,brown,darkbrown,,spotted ,spotted,,,smooth,,800,,x,,,,,,x,,,,,,andrew
13,Coronella austriaca juvenil,Coronella_austriaca_juvenil.jpg,body ,lightgray black ,lightgray,black,,,spotted ,spotted,,,,,800,,x,,,,,,x,,,,,,andrew
14,Daboia palaestinae,Vipera_palaestinae2.jpg,body ,lightbrown darkbrown black ,lightbrown,darkbrown,black,,blotched ,blotched,,,keeled,,NA,,,,,,,,,,,,,,andrew
15,Dasypeltis scabra,Dasypeltis_scabra2.jpg,body ,lightgray lightbrown black ,lightgray,lightbrown,black,,blotched ,blotched,,,keeled,,1160,,,,,,,,,,x,,,x,andrew
16,Ditypophis vivax,Ditypophis_vivax.jpg,body ,beige lightbrown ,beige,lightbrown,,,blotched ,blotched,,,smooth,,356,,,,,,,,,,,,,x,andrew
17,Dolichophis andreanus,Hierophis_andreanus1.jpg,body ,lightbrown black ,lightbrown,black,,,striped ,striped,,,smooth,,NA,,,,,,,,,,,,,,andrew
17,Dolichophis andreanus,Hierophis_andreanus2.jpg,body ,brown black ,brown,black,,,uniform ,uniform,,,,,NA,,,,,,,,,,,,,,andrew
17,Dolichophis andreanus,Hierophis_andreanus5.jpg,body ,lightbrown beige black ,lightbrown,beige,black,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
17,Dolichophis andreanus,Hierophis_andreanus6.jpg,body ,beige lightbrown black ,beige,lightbrown,black,,striped ,striped,,,smooth,,NA,,,,,,,,,,,,,,andrew
18,Dolichophis caspius,Dolichophis_caspius.jpg,body ,lightgray beige black ,lightgray,beige,black,,uniform ,uniform,,,smooth,,2500,,x,x,,x,,,x,,,,,,andrew
18,Dolichophis caspius,Dolichophis_caspius5.jpg,body ,darkgray ,darkgray,,,,uniform ,uniform,,,,,2500,,x,x,,x,,,x,,,,,,andrew
18,Dolichophis caspius,Dolichophis_caspius6.jpg,body ,darkgray ,darkgray,,,,uniform ,uniform,,,smooth,,2500,,x,x,,x,,,x,,,,,,andrew
18,Dolichophis caspius,Dolichophis_caspius7.jpg,body ,lightgray darkgray beige ,lightgray,darkgray,beige,,striped ,striped,,,smooth,,2500,,x,x,,x,,,x,,,,,,andrew
18,Dolichophis caspius,Dolichophis_caspius8.jpg,body ,lightgray darkgray  beige ,lightgray,darkgray,beige,,uniform ,uniform,,,,,2500,,x,x,,x,,,x,,,,,,andrew
18,Dolichophis caspius,Hierophis_caspius.jpg,body ,darkgray orange ,darkgray,orange,,,uniform ,uniform,,,,,NA,,,,,,,,,,,,,,andrew
19,Dolichophis jugularis,Dolichophis_jugularis.jpg,body ,black ,black,,,,uniform ,uniform,,,smooth,,2500,,x,x,x,x,x,x,,,,x,,,andrew
19,Dolichophis jugularis,Dolichophis_jugularis_juv.jpg,body ,lightbrown black beige ,lightbrown,black,beige,,spotted ,spotted,,,,,2500,,x,x,x,x,x,x,,,,x,,,andrew
20,Dolichophis schmidti,Dolichophis_schmidti.jpg,body ,lightgray black ,lightgray,black,,,spotted ,spotted,,,,,1600,,x,x,,x,,,,,,,,,andrew
21,Echis borkini,Echis borkini iNat 141342280.jpg,body ,lightgray white black ,lightgray,white,black,,diamond ,diamond,,,keeled,x,555,,,,,,,,,,,,,x,andrew
22,Echis carinatus,Echis_carinatus.jpg,body ,darkbrown beige black ,darkbrown,beige,black,,blotched ,blotched,,,,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus,Echis_carinatus1.jpg,body ,brown beige lightbrown ,brown,beige,lightbrown,,blotched ,blotched,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus,Echis_carinatus2.jpg,body ,darkbrown white beige ,darkbrown,white,beige,,blotched ,blotched,,,,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus,Echis_carinatus4.jpg,body ,darkbrown beige black ,darkbrown,beige,black,,diamond ,diamond,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus,Echis_carinatus7.jpg,body ,lightbrown brown beige ,lightbrown,brown,beige,,blotched ,blotched,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus,Echis_carinatus8.jpg,body ,lightbrown lightgray beige ,lightbrown,lightgray,beige,,blotched ,blotched,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus,Echis_carinatus9.jpg,body ,brown beige black ,brown,beige,black,,diamond ,diamond,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus sochureki,Echis_carinatus_sochureki.jpg,body ,lightbrown beige darkbrown ,lightbrown,beige,darkbrown,,blotched ,blotched,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus sochureki,Echis_carinatus_sochureki5.jpg,body ,lightbrown beige darkbrown ,lightbrown,beige,darkbrown,,blotched ,blotched,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus sochureki,Echis_carinatus_sochureki7.jpg,body ,lightbrown beige darkbrown ,lightbrown,beige,darkbrown,,blotched ,blotched,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus sochureki,Echis_carinatus_sochureki8.jpg,body ,lightbrown beige darkbrown ,lightbrown,beige,darkbrown,,blotched ,blotched,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
22,Echis carinatus sochureki,Echis_carinatus_sochureki9.jpg,body ,lightbrown white darkbrown ,lightbrown,white,darkbrown,,blotched ,blotched,,,keeled,x,800,,x,x,,,,,x,x,,,x,,andrew
23,Echis coloratus,Echis_coloratus.jpg,body ,beige lightbrown white ,beige,lightbrown,white,,blotched ,blotched,,,,x,900,,,,x,x,,,x,,x,,,x,andrew
23,Echis coloratus,Echis_coloratus2.jpg,body ,white brown lightbrown ,white,brown,lightbrown,,blotched ,blotched,,,keeled,x,900,,,,x,x,,,x,,x,,,x,andrew
23,Echis coloratus,Echis_coloratus3.jpg,body ,white brown lightbrown ,white,brown,lightbrown,,blotched ,blotched,,,,x,900,,,,x,x,,,x,,x,,,x,andrew
23,Echis coloratus,Echis_coloratus4.jpg,body ,beige brown darkbrown ,beige,brown,darkbrown,,blotched ,blotched,,,keeled,x,900,,,,x,x,,,x,,x,,,x,andrew
24,Echis khosatzkii,Egan 2007 Echis khosatzkii3.jpg,body ,brown darkbrown beige ,brown,darkbrown,beige,,blotched ,blotched,,,keeled,x,600,,,,,,,,x,,,,,x,andrew
25,Echis omanensis,Carranza 2021 Echis omanensisB.jpg,body ,lightbrown brown beige ,lightbrown,brown,beige,,blotched ,blotched,,,keeled,x,800,,,,,,,,,,,,x,,andrew
26,Echis pyramidum,Echis_pyramidum.jpg,body ,darkbrown beige lightgray ,darkbrown,beige,lightgray,,blotched ,blotched,,,keeled,x,850,,,,,,,,,,x,,,x,andrew
26,Echis pyramidum,Echis_pyramidum1.jpg,body ,brown beige darkbrown ,brown,beige,darkbrown,,blotched ,blotched,,,keeled,x,850,,,,,,,,,,x,,,x,andrew
26,Echis pyramidum,Echis_pyramidum2.jpg,body ,beige lightbrown darkbrown ,beige,lightbrown,darkbrown,,blotched ,blotched,,,keeled,x,850,,,,,,,,,,x,,,x,andrew
26,Echis pyramidum,Echis_pyramidum3.jpg,body ,lightbrown beige darkbrown ,lightbrown,beige,darkbrown,,blotched ,blotched,,,keeled,x,850,,,,,,,,,,x,,,x,andrew
28,Eirenis collaris,Eirenis_collaris2.jpg,body ,lightbrown black ,lightbrown,black,,,uniform ,uniform,,yes,smooth,,403,,x,x,,x,,x,,,,,,,andrew
30,Eirenis coronelloides,Eirenis_coronelloides.jpg,body ,white black ,white,black,,,banded ,banded,,,,,334,,x,x,,x,,,,,,x,,,andrew
31,Eirenis decemlineata,Eirenis_decemlineata.jpg,body ,lightbrown brown ,lightbrown,brown,,,striped ,striped,,,smooth,,807,,x,x,x,x,,x,,,,x,,,andrew
31,Eirenis decemlineatus,Eirenis_decemlineatus.jpg,body ,lightbrown brown ,lightbrown,brown,,,striped ,striped,,,smooth,,807,,x,x,x,x,,x,,,,x,,,andrew
31,Eirenis decemlineatus,Eirenis_decemlineatus2.jpg,body ,brown beige ,brown,beige,,,striped ,striped,,,,,807,,x,x,x,x,,x,,,,x,,,andrew
31,Eirenis decemlineatus,Eirenis_decemlineatus3.jpg,body ,beige lightbrown ,beige,lightbrown,,,striped ,striped,,,,,807,,x,x,x,x,,x,,,,x,,,andrew
31,Eirenis decemlineatus,Eirenis_decemlineatus4.jpg,body ,lightbrown beige ,lightbrown,beige,,,striped ,striped,,,smooth,,807,,x,x,x,x,,x,,,,x,,,andrew
31,Eirenis decemlineatus,Sindaco 2013 Eirenis decemlineatusB.jpg,body ,brown black ,brown,black,,,striped ,striped,,,smooth,,807,,x,x,x,x,,x,,,,x,,,andrew
33,Eirenis levantinus,Eirenis_levantinus.jpg,body ,lightgray lightbrown black ,lightgray,lightbrown,black,,uniform ,uniform,,,smooth,,462,,,,x,,,x,,,,x,,,andrew
33,Eirenis levantinus,Eirenis_levantinus6.jpg,body ,lightbrown black orange ,lightbrown,black,orange,,uniform ,uniform,,,smooth,,462,,,,x,,,x,,,,x,,,andrew
33,Eirenis levantinus,Sindaco 2013 Eirenis levantinusA.jpg,body ,lightbrown lightgray black ,lightbrown,lightgray,black,,uniform ,uniform,,,smooth,,462,,,,x,,,x,,,,x,,,andrew
33,Eirenis levantinus,Sindaco 2013 Eirenis levantinusB.jpg,body ,lightbrown black beige ,lightbrown,black,beige,,uniform ,uniform,,,smooth,,462,,,,x,,,x,,,,x,,,andrew
34,Eirenis lineomaculatus,Eirenis_lineomaculatus.jpg,body ,beige brown lightbrown ,beige,brown,lightbrown,,spotted ,spotted,,,smooth,,316,,,,x,x,,x,,,,x,,,andrew
34,Eirenis lineomaculatus,Eirenis_lineomaculatus2.jpg,body ,lightgray darkbrown beige ,lightgray,darkbrown,beige,,spotted ,spotted,,,smooth,,316,,,,x,x,,x,,,,x,,,andrew
34,Eirenis lineomaculatus,Eirenis_lineomaculatus3.jpg,body ,lightgray brown beige ,lightgray,brown,beige,,blotched ,blotched,,,smooth,,316,,,,x,x,,x,,,,x,,,andrew
35,Eirenis medus,Sindaco 2013 Eirenis medusA.jpg,body ,darkgray black ,darkgray,black,,,blotched ,blotched,,,,,310,,x,,,,,,,,,,,,andrew
36,Eirenis modestus,Eirenis_modestus.jpg,body ,brown black beige ,brown,black,beige,,uniform ,uniform,,,smooth,,600,,x,x,,,,,,,,,,,andrew
36,Eirenis modestus,Eirenis_modestus3.jpg,body ,lightbrown brown black ,lightbrown,brown,black,,uniform ,uniform,,,,,600,,x,x,,,,,,,,,,,andrew
37,Eirenis nigrofasciatus,Rajabizadeh 2015 Eirenis nigrofasciatus.jpg,body ,beige black ,beige,black,,,banded ,banded,,,smooth,,360,,x,x,,,,,,,,,,,andrew
38,Eirenis occidentalis,Rajabizadeh 2015 Eirenis occidentalis.jpg,body ,brown darkbrown ,brown,darkbrown,,,uniform ,uniform,,yes,smooth,,362,,x,,,,,,,,,,,,andrew
39,Eirenis persicus,Eirenis_persicus.jpg,body ,lightbrown black beige ,lightbrown,black,beige,,uniform ,uniform,,yes,smooth,,1080,,x,x,,,,,,,,,,,andrew
39,Eirenis persicus,Rajabizadeh 2015 Eirenis persicusA.jpg,body ,beige darkbrown ,beige,darkbrown,,,uniform ,uniform,,,smooth,,1080,,x,x,,,,,,,,,,,andrew
39,Eirenis persicus,Rajabizadeh 2015 Eirenis persicusB.jpg,body ,beige darkbrown ,beige,darkbrown,,,uniform ,uniform,,,smooth,,1080,,x,x,,,,,,,,,,,andrew
39,Eirenis persicus,Rajabizadeh 2015 Eirenis walteri.jpg,body ,beige darkbrown ,beige,darkbrown,,,uniform ,uniform,,,smooth,,NA,,,,,,,,,,,,,,andrew
40,Eirenis punctatolineatus,Eirenis_punctatolineatus.jpg,body ,lightgray brown darkbrown ,lightgray,brown,darkbrown,,spotted ,spotted,,,smooth,,600,,x,x,,,,,,,,,,,andrew
41,Eirenis rafsanjanicus,Akbarpour 2020 Eirenis rafsanjanicusA.jpg,body ,lightbrown darkbrown ,lightbrown,darkbrown,,,blotched ,blotched,,,,,374,,x,,,,,,,,,,,,andrew
41,Eirenis rafsanjanicus,Akbarpour 2020 Eirenis rafsanjanicusB.jpg,body ,lightbrown darkbrown darkgray ,lightbrown,darkbrown,darkgray,,blotched ,blotched,,,,,374,,x,,,,,,,,,,,,andrew
43,Eirenis rothi,Eirenis_rothi2.jpg,body ,brown black beige ,brown,black,beige,,uniform ,uniform,,,smooth,,350,,,,x,x,,x,,,,x,,,andrew
43,Eirenis rothi,Eirenis_rothii.jpg,body ,darkbrown black beige ,darkbrown,black,beige,,uniform ,uniform,,,smooth,,350,,,,x,x,,x,,,,x,,,andrew
44,Eirenis yassujicus,Fathinia 2019 Eirenis yassujicusA.jpg,body ,lightbrown ,lightbrown,,,,uniform ,uniform,,,smooth,,505,,x,,,,,,,,,,,,andrew
45,Elaphe dione,Elaphe_dione.jpg,body ,brown beige black ,brown,beige,black,,striped ,striped,,,smooth,,1000,,x,,,,,,,,,,,,andrew
45,Elaphe dione,Elaphe_dione1.jpg,body ,black beige ,black,beige,,,uniform ,uniform,, ,smooth, ,1000, ,x, , , , , , , , , , , ,andrew
45,Elaphe dione,Elaphe_dione4.jpg,body ,brown lightgray black ,brown,lightgray,black,,striped ,striped,,,smooth,,1000,,x,,,,,,,,,,,,andrew
46,Elaphe sauromates,Elaphe_sauromates.jpg,body ,black orange beige ,black,orange,beige,,blotched ,blotched,,,,,2000,,,,x,,,x,x,,,x,,,andrew
46,Elaphe sauromates,Elaphe_sauromates5.jpg,body ,black lightbrown beige ,black,lightbrown,beige,,blotched ,blotched,,,smooth,,2000,,,,x,,,x,x,,,x,,,andrew
46,Elaphe sauromates,Elaphe_sauromates6.jpg,body ,black orange beige ,black,orange,beige,,blotched ,blotched,,,,,2000,,,,x,,,x,x,,,,,,andrew
47,Elaphe urartica,Elaphe_urartica2.jpg,body ,black beige brown ,black,beige,brown,,blotched ,blotched,,,smooth,,1200,,x,,,,,,,,,,,,andrew
47,Elaphe urartica,Elaphe_urartica3.jpg,body ,black beige brown ,black,beige,brown,,blotched ,blotched,,,smooth,,1200,,x,,,,,,,,,,,,andrew
48,Eristicophis macmahoni,Eristicophis_macmahoni.jpg,body ,lightbrown black beige ,lightbrown,black,beige,,spotted ,spotted,,,keeled,,719,,x,,,,,,,,,,,,andrew
48,Eristicophis macmahoni,Eristicophis_macmahonii2.jpg,body ,beige brown white ,beige,brown,white,,spotted ,spotted,,,keeled,,719,,x,,,,,,,,,,,,andrew
49,Eryx colubrinus juvenile,Eryx_colubrinus_juvenile.jpg,body ,yellow black ,yellow,black,,,blotched ,blotched,,,smooth,,900,,,,,,,,,,,,,,andrew
49,Eryx colubrinus loveridgei,Eryx_colubrinus_loveridgei.jpg,body ,orange black ,orange,black,,,blotched ,blotched,,,smooth,,900,,,,,,,,,,,,,,andrew
50,Eryx elegans,Sindaco 2013 Eryx elegansA.jpg,body ,lightgray darkgray ,lightgray,darkgray,,,blotched ,blotched,,,smooth,,690,,x,,,,,,,,,,,,andrew
51,Eryx jaculus,Sindaco 2013 Eryx jaculusA.jpg,body ,brown lightbrown lightgray ,brown,lightbrown,lightgray,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
51,Eryx jaculus,Eryx_jaculus.jpg,body ,beige brown black ,beige,brown,black,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
51,Eryx jaculus,Eryx_jaculus3.jpg,body ,lightgray darkgray ,lightgray,darkgray,,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
51,Eryx jaculus,Eryx_jaculus5.jpg,body ,beige lightbrown darkbrown ,beige,lightbrown,darkbrown,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
51,Eryx jaculus,Eryx_jaculus6.jpg,body ,lightbrown darkbrown ,lightbrown,darkbrown,,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
51,Eryx jaculus jaculus,Eryx_jaculus_jaculus.jpg,body ,beige black ,beige,black,,,blotched ,blotched,,,smooth,,800,,x,x,x,x,,,x,,x,x,,,andrew
